id;age;creditcard;woman;instalments;mattress
179;41.1551545648347;0;1;0;1
180;36.6166451719209;0;0;1;1
181;56.8104608044852;0;0;0;2
182;46.069729087589;0;0;0;1
183;43.8831920667386;1;0;0;1
184;52.0040117148436;1;0;0;2
185;64.3771606218598;1;1;0;2
186;53.4019747846642;0;0;0;1
187;51.8214701491923;1;1;1;1
188;33.2037415385491;0;1;0;0
189;45.8720442452554;1;1;0;1
190;46.6470300055064;0;0;0;1
191;44.1182530804669;1;1;1;1
192;43.4413405866441;1;1;0;1
193;40.0365106209055;1;1;1;1
194;29.0894325662086;0;1;0;0
195;51.1591275573287;1;1;0;1
196;52.935265079936;0;1;0;1
197;39.7872482820551;1;0;0;1
198;40.3403948792723;0;0;0;1
199;29.2943096210887;0;0;0;0
200;25.5560192958793;1;0;0;0
201;36.6863161275263;1;0;0;1
202;55.2487277561359;0;0;1;2
203;36.9777051148655;0;1;1;1
204;56.2916915533159;1;0;1;2
205;36.3096519198287;1;0;0;0
206;42.8081899554583;1;1;0;1
207;40.4938739612112;1;0;0;1
208;42.9713328202851;1;1;0;0
209;52.0293417377769;1;0;0;1
210;53.1812870912767;0;0;0;1
211;51.9269971656982;0;0;0;1
212;50.4422442902098;0;0;1;2
213;47.9726205394083;1;1;1;1
214;47.953096044947;1;1;1;1
215;60.0183483836461;1;1;0;2
216;61.3187202696999;0;0;0;1
217;53.4006593459303;0;0;0;2
218;48.8066369450057;1;0;0;1
219;52.6741661451819;0;0;0;2
220;40.478326922086;0;0;0;1
221;60.3612614418789;1;0;0;2
222;61.2555948615337;0;1;0;2
223;36.1054666738863;0;1;0;0
224;45.1382191136783;0;0;0;1
225;56.5657749759445;1;0;1;2
226;50.7971371537099;1;1;0;1
227;42.0401729767575;1;0;0;1
228;40.9546382988827;0;0;0;1
229;45.3311430291022;1;0;1;1
230;34.2077943407455;1;1;0;0
231;33.529466264546;1;1;0;0
232;63.6949200792682;1;0;1;2
233;25.7175056961309;1;1;0;0
234;57.9392970836877;1;1;0;2
235;59.9143949886242;1;1;0;2
236;38.1467285972255;1;1;1;1
237;32.4207588458205;0;1;0;1
238;61.1435405080221;0;1;0;2
239;26.7478878540437;0;1;1;0
240;60.6959493260464;0;0;1;2
241;25.9632204316399;0;0;0;0
242;47.3839249321305;0;0;0;1
243;38.9886167215543;1;0;0;1
244;28.5317601322665;0;1;0;0
245;60.6821118261494;0;1;1;2
246;47.8456529859;1;1;0;1
247;60.2433137671442;1;0;1;2
248;38.9178770616186;1;0;0;0
249;63.2659122795334;0;1;0;2
250;54.9229398306638;1;0;0;1
251;45.8342286660192;1;1;0;1
252;48.9368862627386;0;1;0;1
253;50.2671501905709;1;0;1;1
254;54.8069471983558;0;0;0;1
255;26.7194205025311;0;0;0;0
256;31.9607177034093;0;0;1;1
257;25.0536490340132;0;0;0;0
258;27.2154574369525;0;1;0;0
259;30.1677402966319;1;1;0;0
260;52.8012932024978;1;1;0;1
261;61.1605700811052;0;0;0;2
262;28.6299253294837;1;1;0;0
263;48.4282416656325;0;0;0;1
264;42.7086141745872;0;1;1;1
265;27.7384007439372;0;1;1;0
266;52.674791042692;0;1;1;2
267;51.8618394496393;1;0;0;2
268;51.7594046740025;0;1;0;1
269;39.02471983264;0;1;0;1
270;25.082275050252;0;1;0;0
271;42.7026045349282;1;1;0;1
272;30.0168231085569;1;1;0;0
273;55.7018587997496;0;1;0;2
274;39.1102124191985;1;1;0;1
275;45.3076353378001;1;1;0;1
276;38.3145042604405;1;0;0;0
277;52.7539034985052;0;1;0;1
278;33.9716613507984;1;1;0;1
279;54.7962264650471;0;0;0;2
280;51.7450692238482;1;1;0;2
281;37.9188892104054;1;0;0;1
282;39.2723042549953;0;0;0;0
283;52.3488760023176;1;1;0;2
284;55.5510891390071;0;1;1;2
285;25.7249114896592;1;0;1;0
286;36.5774943655086;1;0;0;0
287;58.6403920819043;0;1;0;1
288;54.8607588970642;1;0;0;2
289;37.8203559649104;1;1;0;1
290;27.6932708064474;0;1;0;0
291;25.338508171958;1;1;0;0
292;46.3684822142682;1;0;0;1
293;51.8729755130219;1;1;0;1
294;34.0667950970713;0;1;0;0
295;48.42142472825;1;0;0;2
296;56.1171016100409;1;0;1;2
297;42.6047846070763;0;0;0;1
298;58.1708885054524;1;0;0;1
299;50.9217286224451;1;0;0;1
300;50.5451644767293;0;1;0;1
301;51.2328043371031;0;0;0;2
302;39.7084176581329;1;1;0;1
303;52.844654259239;1;1;0;2
304;42.6801938595419;0;0;0;0
305;39.2704490453021;0;1;1;1
306;48.2134298885607;1;0;0;1
307;27.5778885658406;0;0;0;0
308;55.0599448695461;1;1;0;1
309;61.3263762816733;0;1;0;1
310;33.0296921159552;1;1;0;1
311;57.896056578506;1;0;0;2
312;47.6057400468648;1;1;0;1
313;52.1543070369566;1;0;0;1
314;57.7360804301137;1;0;0;2
315;29.5154149332576;0;1;0;0
316;59.1191553038681;1;0;0;2
317;32.9765911406736;0;1;0;0
318;54.4520502087276;0;0;0;1
319;36.8634909874994;1;0;0;0
320;52.1263620729741;1;0;0;1
321;56.366199779112;0;1;0;1
322;64.2126065131423;0;1;0;2
323;39.0201184844372;0;1;0;0
324;58.548270475912;1;0;1;2
325;39.0307077034207;0;1;0;1
326;51.6079611959259;0;1;0;2
327;51.1934164428234;0;0;0;2
328;40.3008606064501;1;1;0;0
329;30.71925974798;0;1;0;0
330;39.521498627073;0;1;0;0
331;37.1480645258254;0;0;1;0
332;44.0789081603726;0;0;0;1
333;39.720557197868;1;0;0;0
334;56.1729136665263;1;0;0;1
335;27.7577210478889;1;1;0;1
336;46.6455738767624;1;0;1;1
337;27.4213924384883;0;1;1;0
338;38.6260773632319;0;0;0;1
339;53.0431237003092;0;0;1;1
340;62.6901788814011;1;0;0;2
341;31.2519283921522;1;1;0;0
342;48.4684557682343;1;1;0;1
343;35.6331923921085;1;0;0;1
344;58.7319219869164;1;1;0;2
345;48.3258982186383;0;1;0;1
346;57.5216323143095;1;0;0;2
347;31.81033843578;1;0;0;1
348;43.8345201696329;0;0;0;1
349;60.9890624104231;0;0;0;1
350;47.7656736725697;0;0;0;1
351;57.1205845956426;1;0;0;1
352;29.6351135766973;1;0;1;0
353;29.1859710136742;0;0;0;0
354;26.2676579500623;0;1;0;0
355;41.9335437697984;0;1;0;1
356;38.9296107092691;0;1;0;1
357;30.8582151295956;1;0;0;0
358;26.3086153838732;0;0;1;1
359;60.3008134023997;0;1;0;2
360;56.8110523657017;0;0;0;1
361;54.4590378727759;1;1;0;1
362;49.4391476410245;1;1;0;1
363;48.7752037959437;1;1;0;1
364;30.1380038636054;0;0;1;0
365;60.3112487544803;1;0;0;2
366;27.7313700883483;1;0;0;0
367;54.5459157166538;0;1;0;2
368;60.1483498678385;0;0;0;2
369;63.80973615396;1;1;0;2
370;48.3944055926632;0;1;0;1
371;43.5431133270063;1;1;0;1
372;40.9347024527853;0;1;0;1
373;58.5155053985429;0;0;0;2
374;52.460609350814;1;0;1;1
375;35.1092737497558;0;1;0;1
376;46.0365274655935;1;1;0;1
377;51.9369576149815;1;0;0;1
378;64.0074859710332;0;0;1;2
379;58.3279881492373;0;1;0;1
380;54.3446225565;1;0;1;1
381;48.1021582655064;0;1;0;2
382;48.1988485445568;1;0;0;1
383;63.1743809827127;1;1;0;2
384;34.772881992966;1;1;0;1
385;26.8769321640137;0;1;0;0
386;34.6917327383087;1;0;0;0
387;41.1171971456495;0;1;0;1
388;59.8506522786068;1;0;0;1
389;57.1551760780293;1;1;1;1
390;26.5496437911945;1;0;0;0
391;52.0511417609338;1;1;0;1
392;29.3473449436139;1;1;0;0
393;33.239735154609;1;1;0;0
394;58.4542209533317;0;0;0;2
395;43.1073717390831;0;0;1;1
396;59.2703935671933;1;0;0;2
397;35.2586551368504;0;0;0;1
398;43.666079076822;0;1;0;1
399;41.2175255001153;0;1;0;1
400;31.0276168444869;1;0;0;0
401;51.0216249349025;0;1;0;2
402;62.3112257054174;1;0;0;2
403;43.1489118366895;0;0;0;1
404;43.6339067970072;1;1;0;1
405;52.05656437768;1;1;0;1
406;59.1532026571748;0;0;0;2
407;52.6119461540456;1;1;0;1
408;38.814531502146;1;1;0;1
409;44.3485598901415;0;1;0;1
410;47.5113790938789;1;0;0;2
411;39.9393102940281;0;0;0;1
412;34.6905534827172;1;1;0;0
413;51.2062110837259;0;1;1;1
414;48.0402484424358;1;0;0;1
415;51.5351240623659;1;1;0;2
416;53.2999238626689;0;0;0;1
417;40.9103876124803;1;1;1;0
418;62.290099447243;0;1;0;2
419;62.1726845828774;0;0;0;2
420;57.3971924358166;0;1;1;2
421;36.7711795673471;1;0;0;1
422;28.9430895584103;1;1;0;1
423;50.6047306688103;0;1;0;1
424;62.42827448322;0;0;0;2
425;34.5253555458191;1;1;0;0
426;51.525281384918;1;1;0;1
427;53.4394605518993;1;1;0;1
428;45.4353719460996;0;0;0;1
429;64.3097306226696;1;0;1;2
430;56.2604889572136;0;0;0;2
431;26.0529709778388;1;1;0;0
432;29.8991903932969;1;0;0;0
433;40.9206327465236;0;0;0;1
434;55.9969112489654;1;0;0;2
435;47.6531460263873;0;1;0;1
436;54.1477915112128;1;0;0;1
437;60.4066437291362;1;1;0;1
438;55.3786594797841;1;1;0;2
439;53.3708475980448;1;1;0;1
440;40.0898269808881;0;1;0;1
441;32.0897726452087;0;0;0;0
442;49.375668969227;1;0;1;1
443;39.3410718839027;1;1;0;0
444;29.4596685870099;0;0;0;0
445;55.7636772878068;0;1;0;1
446;27.653910926957;1;0;0;0
447;50.6420399291846;0;0;1;1
448;57.3583998476417;0;1;0;2
449;39.575085261953;1;1;0;1
450;38.357192574283;0;1;0;1
451;27.9468238988936;0;0;0;0
452;37.8523508037443;1;1;0;1
453;58.4077531911963;1;1;0;2
454;29.9106253537057;1;0;0;0
455;44.9188110463018;1;0;0;1
456;60.490838924024;0;0;0;2
457;37.5200096124729;0;1;1;1
458;39.5360591072292;1;1;0;1
459;58.7260280774864;0;0;0;2
460;56.0011033919766;0;0;0;2
461;47.8974799836515;1;0;0;1
462;56.6586714069717;0;1;0;1
463;51.3867939117722;0;1;0;1
464;43.8677894637461;0;1;1;1
465;53.8357043202114;1;0;0;1
466;44.4886904792045;0;1;0;1
467;34.4651424174007;0;1;0;1
468;31.9426062483617;1;0;0;1
469;40.6583793321768;1;1;0;1
470;26.576231302217;1;1;0;0
471;56.3351846828143;0;0;0;1
472;31.0337641448076;1;1;0;0
473;36.069797879593;0;1;0;1
474;55.8952928334293;1;0;0;2
475;39.1706355815129;1;1;0;0
476;54.9440618941924;0;0;0;2
477;50.7110909136872;1;1;0;1
478;30.9221268928108;0;1;0;0
479;26.9357850462177;1;1;1;0
480;34.1021909023521;1;0;1;1
481;26.2841477186643;1;1;1;0
482;32.3148622888139;1;0;0;0
483;35.8799252041632;0;0;0;0
484;42.7430871872902;1;1;0;1
485;46.7390424000893;1;0;0;1
486;56.3230461254738;1;1;0;2
487;27.3066116874624;0;1;0;0
488;57.6344876180246;1;1;0;1
489;36.2197496521247;0;0;0;1
490;48.4195364121982;1;1;1;1
491;34.2925396112282;0;0;0;0
492;39.5778796914898;0;1;0;0
493;41.89300796892;1;1;0;1
494;39.1044411985823;1;0;0;1
495;35.0204152848198;0;1;0;0
496;60.0118050700196;1;1;0;1
497;63.1945440603819;1;0;0;2
498;46.3892335589719;0;1;0;1
499;38.3077629453412;1;1;0;1
500;47.9207436424713;0;0;0;1
501;52.5100641436226;1;0;0;1
502;26.74282597947;1;1;1;0
503;48.3440436202953;0;0;0;1
504;34.1025899687535;0;1;0;0
505;31.5476878762856;0;1;0;0
506;33.1024079010346;1;1;0;0
507;48.4532498977027;1;0;0;1
508;27.7788948960131;0;0;0;0
509;55.7739579556763;1;1;0;2
510;57.193449030359;1;1;1;2
511;26.5298807482798;1;0;1;0
512;58.6018591695128;1;0;0;2
513;42.4191760363047;1;0;1;1
514;58.8953405683117;0;0;1;1
515;60.3688179936177;0;1;0;2
516;58.7342015063079;0;0;0;2
517;34.7939138001986;1;0;1;1
518;29.3418731252885;1;1;0;0
519;57.5946048085147;0;0;0;1
520;59.7225807239492;1;0;1;2
521;57.135866102239;1;0;0;2
522;36.1095307262921;0;0;0;1
523;53.4876948692383;0;0;1;1
524;41.2649256781461;0;1;0;1
525;47.3325096597659;0;0;0;1
526;61.2770606786029;1;0;0;2
527;58.8113363145252;1;0;0;1
528;53.1214036782132;1;1;0;1
529;44.818569662688;0;1;0;1
530;51.9986697701198;1;1;0;2
531;60.8226307346066;0;0;0;2
532;54.5564810368471;0;1;0;1
533;41.4093750564456;1;1;0;1
534;49.7915488275185;0;1;0;1
535;49.4945208544777;1;0;0;2
536;35.1015104086567;1;0;0;1
537;53.1380507579716;0;1;1;1
538;36.3402028846471;1;0;0;0
539;48.4968250323684;1;0;1;2
540;52.6982573275725;1;1;0;1
541;25.7379149230893;0;0;0;0
542;27.8432178232334;1;0;0;0
543;61.2124880565752;0;1;0;2
544;49.8558254590949;1;1;0;1
545;25.8097700930146;0;0;0;0
546;30.9253481238855;1;0;0;0
547;38.8163100004449;0;1;1;1
548;41.8407080092307;0;1;0;1
549;56.3704218375217;0;0;0;1
550;64.1813712343749;1;0;0;2
551;39.3717004098332;0;1;0;1
552;48.2888000497737;1;1;0;1
553;46.6192325952825;0;1;1;1
554;59.8044982066456;0;1;0;1
555;54.6212604833374;0;1;0;2
556;25.3894257443579;1;0;0;0
557;62.425087813567;0;1;0;2
558;32.2980146222222;1;0;0;0
559;56.4517243470791;0;0;0;2
560;57.4841724390775;0;0;0;2
561;55.7441344582869;0;1;0;2
562;43.1129960817189;0;0;0;1
563;55.2248768213471;1;1;0;1
564;49.5002608843495;1;0;0;1
565;64.5830002058502;0;1;0;2
566;43.42988621877;0;0;0;1
567;64.0673635397854;1;1;0;2
568;60.8235569665563;1;0;0;2
569;52.1491762468873;0;0;0;1
570;62.6177497735636;0;0;0;2
571;64.1662795169483;0;0;1;2
572;63.3468532029355;1;1;0;2
573;28.8684135928743;0;1;0;0
574;52.4540488692868;1;0;0;2
575;53.239163736607;1;0;0;2
576;29.3988448040771;1;1;0;0
577;29.0020728469452;0;0;0;0
578;52.0294318839656;1;1;0;1
579;27.4412292612388;1;0;0;0
580;57.3376753419811;1;0;1;2
581;45.1628949436796;1;0;1;1
582;38.2555876225739;1;0;0;1
583;34.5446518887238;0;1;1;1
584;49.642648153378;1;1;0;2
585;34.3241544983602;1;1;0;0
586;61.2256978764247;0;1;1;2
587;54.2920577530609;1;1;0;2
588;32.3107617403407;1;1;0;0
589;47.925751789132;1;0;1;1
590;64.5785283892674;0;1;0;2
591;53.3644265510107;1;1;1;1
592;34.4013543246092;0;1;0;1
593;33.4812887238638;1;0;0;1
594;25.7107149418265;0;1;0;0
595;41.6737041159394;0;0;0;0
596;63.7317714652413;1;0;0;2
597;41.676886794966;1;1;0;1
598;62.6539957258114;0;1;0;2
599;44.4435403080567;1;1;0;1
600;35.6806749613484;0;0;1;1
601;30.5242636248176;1;0;0;0
602;27.7482096530376;0;1;1;0
603;34.6050971284318;0;1;0;0
604;40.0484205253364;0;1;1;0
605;63.8478527264479;0;1;0;2
606;38.6325973575672;1;0;0;1
607;54.6919498963006;1;1;0;1
608;54.9910967145981;1;1;0;1
609;43.0989787041718;1;0;0;1
610;41.8407096441871;1;1;0;1
611;55.6941607035974;1;0;0;2
612;28.1329425502022;0;0;1;0
613;30.1399343787969;1;0;0;0
614;33.1033819744431;0;1;0;0
615;56.3217774772976;1;0;0;2
616;59.9521318948163;0;1;1;1
617;48.4220380689868;1;0;1;1
618;54.1490163978872;1;0;0;1
619;43.9065213413906;0;0;0;1
620;43.4124386050848;1;0;0;1
621;27.1899232159266;0;1;0;0
622;27.3268640097447;1;1;0;0
623;31.1633646253262;0;1;0;0
624;46.9667642822386;0;0;0;2
625;54.2950615683535;0;0;0;2
626;59.2096204927073;0;0;0;2
627;58.0129593473329;1;1;0;2
628;44.8226488246571;1;0;1;1
629;59.0120919429091;1;1;0;2
630;34.0340323806338;1;0;0;1
631;59.0997424992238;1;1;0;2
632;31.1793087952046;0;0;0;0
633;45.9266758014951;0;1;0;1
634;63.1402745765473;1;1;0;2
635;25.8534739759489;1;0;0;0
636;43.9699457887217;1;1;0;1
637;45.7052654273061;0;0;0;1
638;49.4353619335324;1;0;1;1
639;25.1673465021741;1;1;0;0
640;32.741666749127;0;0;0;0
641;62.660153387942;1;0;0;2
642;29.4637098547594;1;0;0;0
643;29.5160697035079;0;1;1;0
644;28.8651768691054;1;0;0;1
645;28.4736250078389;1;1;0;0
646;39.3750024024562;1;0;0;1
647;48.8538354156056;1;0;0;1
648;55.655926710009;0;0;0;1
649;46.2682015701831;1;0;0;1
650;57.1818847201572;1;0;0;2
651;52.8545754077449;1;0;0;1
652;36.3894849042431;1;1;0;1
653;47.099521415867;1;0;0;1
654;44.3295751155242;1;1;0;1
655;32.4176246032981;1;1;0;0
656;40.1314965120906;1;1;0;0
657;41.3213655505302;0;0;0;0
658;25.1851856959598;1;1;0;0
659;36.8339677947282;1;1;1;0
660;33.0441138948915;1;1;0;0
661;43.2787776051571;1;1;0;1
662;35.6077264022962;1;0;0;0
663;56.7027602771031;1;1;0;1
664;53.3515645467374;1;1;0;1
665;46.6414695823461;1;0;0;1
666;33.0250705408068;0;1;0;0
667;28.1319948089259;0;0;0;0
668;53.0040497512536;0;0;0;1
669;40.6094114107746;1;1;1;1
670;29.4884218392306;0;1;0;0
671;52.3736641421074;1;1;0;1
672;40.8357324514874;1;0;0;1
673;44.9622620903052;0;0;0;1
674;38.1459340621809;0;1;0;1
675;59.0719318723076;0;0;0;2
676;34.7146588994299;0;0;0;0
677;52.465481454646;0;1;0;2
678;45.9399523254035;1;1;0;1
679;62.313627886225;0;0;0;2
680;62.0017982701707;1;0;0;2
681;61.0545444862986;0;0;0;2
682;43.8527548285659;0;0;0;1
683;50.1094556232446;1;1;0;1
684;42.5321259566088;0;0;0;1
685;53.405065537876;1;0;0;2
686;46.7031393277647;0;1;0;1
687;50.5307533578329;0;1;1;1
688;54.9698939667632;0;1;1;2
689;43.0941231992362;1;0;1;0
690;45.8002094950966;0;1;0;1
691;39.0796596646737;1;0;0;1
692;33.7688980587755;1;0;0;0
693;29.9879562309014;0;1;0;0
694;42.0300463086236;1;0;0;1
695;28.110855931572;0;1;0;1
696;39.0522430513055;1;1;0;1
697;28.0431581629568;1;0;0;0
698;30.8488703216405;1;1;0;0
699;47.2762461431007;1;1;0;1
700;49.2071890283173;0;1;0;2
701;38.569517159623;0;1;0;1
702;55.8272865341523;0;0;0;1
703;56.6295973821324;0;1;1;1
704;35.1189528573532;1;1;0;0
705;30.5835856919201;0;1;0;0
706;53.2368490478304;1;0;0;1
707;54.1409519827803;0;1;0;1
708;27.777079475926;0;0;1;0
709;31.4646987469499;1;1;0;0
710;55.1329271516526;0;0;1;2
711;44.2824075904712;1;0;0;1
712;32.6306253680835;1;1;0;0
713;64.3518585521024;1;1;1;2
714;28.6831184782103;1;0;0;0
715;39.565606994934;0;1;0;1
716;25.4061178314482;0;0;0;0
717;36.1489746329231;1;0;0;0
718;34.9985311386369;1;0;0;0
719;47.2282909774677;1;1;0;1
720;32.623844445923;1;0;0;0
721;52.5023379692355;1;0;0;1
722;52.2162188672097;0;0;0;1
723;47.7623936267398;0;1;0;1
724;38.0383317294955;1;1;0;1
725;37.1420645849845;0;1;0;0
726;43.9728686681424;0;0;0;1
727;35.8853322920743;0;1;0;0
728;49.588438480741;1;0;0;1
729;51.3881438956417;0;0;0;1
730;26.4117477031214;0;1;0;0
731;61.1723424572139;0;0;0;2
732;33.154511448451;1;0;0;0
733;39.4580618035076;0;0;0;1
734;38.7338264507921;0;0;0;1
735;49.5772859830717;1;1;0;1
736;45.982344331238;0;1;0;1
737;44.0847081353137;1;0;1;1
738;37.0854845917387;0;0;0;0
739;35.8205800216064;1;1;0;0
740;39.8442310815523;1;1;0;0
741;44.557058851078;0;1;0;1
742;49.2171850494878;0;0;0;1
743;48.2719253277216;1;1;0;2
744;57.2984726467626;0;1;0;2
745;62.3037992702383;0;0;1;2
746;33.1420978324316;0;0;0;0
747;30.5212135978272;1;0;0;0
748;41.5072763346698;0;0;0;1
749;47.948411475924;1;1;0;1
750;43.6158330787089;1;1;0;1
751;55.8053161476484;0;1;0;1
752;42.9453598065983;0;1;0;1
753;49.6666412164038;1;0;1;2
754;35.2349434971805;1;1;0;0
755;34.6319900413959;0;0;0;0
756;47.5046870353527;0;1;0;1
757;38.0201348398156;1;1;0;1
758;57.4381127417094;1;0;0;2
759;48.9132301070773;1;0;1;1
760;35.6493230462086;0;1;1;1
761;35.6477708369547;1;0;1;1
762;26.5984915413748;1;1;1;0
763;46.7932994587876;1;1;0;1
764;27.1690440454736;0;1;0;0
765;27.5287847643864;0;0;0;0
766;38.5408487025655;0;1;0;1
767;53.9636265024701;0;0;1;2
768;27.4536214804958;1;1;0;0
769;46.023315424867;0;1;0;1
770;27.1596660668936;1;0;0;0
771;29.4738362224109;0;1;0;0
772;61.163204928512;0;0;0;2
773;34.8777172469739;1;1;0;1
774;31.0338847767642;1;0;0;0
775;35.9131060320903;1;0;0;1
776;27.3291388709933;0;0;0;0
777;29.0456377431671;0;1;0;1
778;47.7023543947199;0;0;1;1
779;41.0927888435788;0;1;0;1
780;64.4315322840894;0;0;0;2
